node_a,node_b,tech,start_time,end_time,duration,min_dist_m,max_dist_m,start_lat_a,start_lon_a,start_lat_b,start_lon_b,end_lat_a,end_lon_a,end_lat_b,end_lon_b
V03,EDGE_3,bluetooth,1420.0,1428.0,8.0,2.53,41.58,38.9098846,-77.0548913,38.9099,-77.0552994,38.9098992,-77.0557794,38.9099,-77.0552994
COI,V02,bluetooth,1426.0,1429.0,3.0,39.23,42.65,38.9062997,-77.0552489,38.9064575,-77.0556856,38.9062999,-77.0555029,38.9066551,-77.0556873
V03,P_33,bluetooth,1423.0,1431.0,8.0,4.08,39.88,38.9098919,-77.0552721,38.9099,-77.0557,38.9098994,-77.0561603,38.9099,-77.0557
V05,M_36,wifi,1420.0,1432.0,12.0,1.69,64.36,38.9044267,-77.0604751,38.9043,-77.0612,38.9042364,-77.0618473,38.9043,-77.0612
V06,EDGE_3,bluetooth,1429.0,1432.0,3.0,35.55,42.44,38.9100606,-77.055705,38.9099,-77.0552994,38.9099341,-77.0557873,38.9099,-77.0552994
ESC1,V03,bluetooth,1429.0,1433.0,4.0,9.63,34.37,38.9099,-77.0564301,38.9098993,-77.0560333,38.9099,-77.0560491,38.9098995,-77.0564143
ESC1,V06,bluetooth,1431.0,1435.0,4.0,9.88,33.9,38.9099,-77.0561761,38.9099341,-77.0557873,38.9099,-77.0557952,38.9099268,-77.0561567
V06,P_33,bluetooth,1427.0,1435.0,8.0,6.88,39.88,38.9102582,-77.0557111,38.9099,-77.0557,38.9099268,-77.0561567,38.9099,-77.0557
COI,N_33,wifi,1424.0,1436.0,12.0,4.92,61.08,38.9062996,-77.054995,38.9063,-77.0557,38.9063,-77.0563917,38.9063,-77.0557
ESC1,EDGE_3,bluetooth,1434.0,1437.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
ESC1,P_33,bluetooth,1431.0,1439.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
ESC2,WIS_N,wifi,1427.0,1439.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
COI,EDGE_2,wifi,1429.0,1441.0,12.0,3.23,62.77,38.9063,-77.0556299,38.9063,-77.056302,38.9063,-77.0570266,38.9063,-77.056302
ESC2,EDGE_1,bluetooth,1433.0,1442.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V08,WIS_Q,wifi,1430.0,1442.0,12.0,4.89,61.11,38.9116991,-77.0586946,38.9117,-77.0594,38.9116999,-77.0600913,38.9117,-77.0594
V01,N_33,wifi,1437.0,1449.0,12.0,4.92,61.08,38.9062996,-77.0549949,38.9063,-77.0557,38.9063,-77.0563917,38.9063,-77.0557
ESC1,V02,bluetooth,1446.0,1450.0,4.0,8.39,35.78,38.9087545,-77.0557232,38.9084336,-77.0556996,38.9084582,-77.0557127,38.90873,-77.0556997
V05,EDGE_0,wifi,1436.0,1450.0,14.0,5.86,63.57,38.904168,-77.062476,38.9044685,-77.0631,38.9049536,-77.0630512,38.9044685,-77.0631
V01,EDGE_2,wifi,1442.0,1454.0,12.0,3.23,62.77,38.9063,-77.0556298,38.9063,-77.056302,38.9063,-77.0570266,38.9063,-77.056302
V04,M_36,wifi,1443.0,1455.0,12.0,2.8,63.15,38.9043989,-77.0604822,38.9043,-77.0612,38.9042323,-77.0618614,38.9043,-77.0612
ESC1,O_33,wifi,1447.0,1459.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
V03,V06,bluetooth,1427.0,1460.0,33.0,33.64,44.45,38.9098992,-77.0557794,38.9102582,-77.0557111,38.9099,-77.0598427,38.9099001,-77.0593302
V03,WIS_P,bluetooth,1452.0,1460.0,8.0,5.35,38.65,38.9099,-77.0589538,38.9099,-77.0594,38.9099,-77.0598427,38.9099,-77.0594
V06,WIS_P,bluetooth,1456.0,1464.0,8.0,6.05,39.6,38.9099003,-77.0589493,38.9099,-77.0594,38.909545,-77.0593698,38.9099,-77.0594
COI,WIS_N,wifi,1453.0,1465.0,12.0,7.6,62.6,38.9063,-77.0586773,38.9063,-77.0594,38.9068528,-77.059361,38.9063,-77.0594
V02,P_33,bluetooth,1457.0,1465.0,8.0,9.24,42.24,38.9095206,-77.0556999,38.9099,-77.0557,38.9098549,-77.055243,38.9099,-77.0557
V05,V07,wifi,1459.0,1466.0,7.0,2.95,62.59,38.9059413,-77.063087,38.9063625,-77.0630996,38.9062702,-77.0627703,38.9057697,-77.0630997
ESC2,V05,wifi,1458.0,1467.0,9.0,2.95,63.25,38.9062996,-77.0626496,38.9058426,-77.0630834,38.9058464,-77.0630707,38.9062726,-77.0626433
V02,EDGE_3,bluetooth,1459.0,1468.0,9.0,7.01,40.17,38.9097182,-77.0556999,38.9099,-77.0552994,38.9098668,-77.0548623,38.9099,-77.0552994
V03,V08,bluetooth,1466.0,1471.0,5.0,16.79,43.91,38.9099,-77.0607315,38.9100606,-77.0611945,38.9099674,-77.0611461,38.9096658,-77.0611982
V04,EDGE_0,wifi,1459.0,1474.0,15.0,4.86,64.89,38.9041651,-77.0624904,38.9044685,-77.0631,38.9050507,-77.0630631,38.9044685,-77.0631
V04,V07,wifi,1470.0,1476.0,6.0,8.57,58.17,38.9047543,-77.0630544,38.9052757,-77.0630998,38.9052483,-77.063069,38.9047816,-77.0630999
ESC2,V04,wifi,1471.0,1477.0,6.0,10.53,55.61,38.9053524,-77.063079,38.9048531,-77.0630573,38.9048583,-77.0630873,38.905347,-77.0630719
V01,WIS_N,wifi,1466.0,1478.0,12.0,7.61,62.61,38.9063,-77.0586773,38.9063,-77.0594,38.9068528,-77.059361,38.9063,-77.0594
COI,V06,bluetooth,1476.0,1480.0,4.0,2.81,41.16,38.9080382,-77.0593981,38.9082606,-77.0593966,38.9083342,-77.0593984,38.9079644,-77.0593988
ESC1,V06,bluetooth,1478.0,1482.0,4.0,31.13,39.16,38.9081003,-77.0589493,38.9080633,-77.0593988,38.9081001,-77.0593302,38.9077668,-77.059399
V06,WIS_O,bluetooth,1474.0,1482.0,8.0,4.09,39.88,38.9084582,-77.0593925,38.9081,-77.0594,38.9077668,-77.059399,38.9081,-77.0594
COI,ESC1,wifi,1476.0,1483.0,7.0,38.17,61.27,38.9080382,-77.0593981,38.9081005,-77.0586953,38.9086307,-77.0593987,38.9081,-77.0594572
COI,WIS_O,wifi,1471.0,1483.0,12.0,4.08,61.88,38.9075443,-77.0593826,38.9081,-77.0594,38.9086307,-77.0593987,38.9081,-77.0594
ESC1,V01,wifi,1485.0,1487.0,2.0,63.89,64.22,38.9081,-77.0598381,38.907643,-77.0593857,38.9081,-77.0599651,38.9077418,-77.0593888
V07,EDGE_0,wifi,1473.0,1487.0,14.0,1.85,58.18,38.9049792,-77.0630998,38.9044685,-77.0631,38.9042003,-77.0625236,38.9044685,-77.0631
ESC1,WIS_O,wifi,1476.0,1488.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
ESC2,EDGE_0,wifi,1475.0,1490.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V01,WIS_O,wifi,1484.0,1496.0,12.0,6.88,61.88,38.9075443,-77.0593826,38.9081,-77.0594,38.9080776,-77.0586895,38.9081,-77.0594
COI,WIS_P,bluetooth,1491.0,1499.0,8.0,1.7,42.3,38.90952,-77.0593996,38.9099,-77.0594,38.9102117,-77.0593999,38.9099,-77.0594
V06,WIS_N,bluetooth,1492.0,1500.0,8.0,1.71,42.29,38.9066799,-77.0593997,38.9063,-77.0594,38.9059882,-77.0594,38.9063,-77.0594
ESC2,V05,wifi,1495.0,1502.0,7.0,11.22,63.49,38.9042171,-77.0617848,38.9045626,-77.0612016,38.9043161,-77.0610345,38.9042893,-77.0616574
V05,V07,wifi,1494.0,1502.0,8.0,2.93,63.8,38.9046614,-77.0612022,38.9042765,-77.0615125,38.9042893,-77.0616574,38.9047545,-77.0612273
ESC2,V07,wifi,1457.0,1503.0,46.0,13.4,64.37,38.9062995,-77.0625227,38.9065602,-77.0630982,38.9043303,-77.0609089,38.9048533,-77.0612255
V07,M_36,wifi,1491.0,1503.0,12.0,5.2,61.64,38.9042479,-77.0618917,38.9043,-77.0612,38.9048533,-77.0612255,38.9043,-77.0612
V05,M_36,wifi,1492.0,1504.0,12.0,7.23,62.23,38.904859,-77.0612034,38.9043,-77.0612,38.9042565,-77.0619078,38.9043,-77.0612
ESC2,M_36,wifi,1494.0,1506.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
ESC1,V04,wifi,1505.0,1510.0,5.0,53.23,63.8,38.9081,-77.0623777,38.908212,-77.0630999,38.9081,-77.0628856,38.9086073,-77.0630999
V00,V06,bluetooth,1506.0,1510.0,4.0,6.57,39.62,38.9050579,-77.0593406,38.9052965,-77.0594,38.9053542,-77.0593548,38.905,-77.0594
ESC2,V06,bluetooth,1512.0,1517.0,5.0,2.42,33.82,38.9044716,-77.0596522,38.9047036,-77.0594,38.9047505,-77.0594932,38.9045382,-77.0597319
COI,WIS_Q,wifi,1508.0,1519.0,11.0,11.56,61.84,38.9111998,-77.0594,38.9117,-77.0594,38.9116501,-77.060111,38.9117,-77.0594
V03,V08,bluetooth,1518.0,1523.0,5.0,8.03,37.58,38.9101602,-77.0630982,38.9098371,-77.0630996,38.9099337,-77.0628973,38.9102323,-77.0630997
V05,EDGE_0,wifi,1508.0,1523.0,15.0,2.3,64.25,38.9041743,-77.0625338,38.9044685,-77.0631,38.9050456,-77.0630883,38.9044685,-77.0631
V04,V08,wifi,1499.0,1524.0,25.0,37.89,59.07,38.9076192,-77.0630995,38.9081055,-77.0629257,38.9098246,-77.0628961,38.9103311,-77.0630997
V00,WIS_N,wifi,1513.0,1525.0,12.0,6.36,61.59,38.9057492,-77.0593737,38.9063,-77.0594,38.9062789,-77.0601105,38.9063,-77.0594
V01,O_33,wifi,1513.0,1525.0,12.0,6.05,61.55,38.9080997,-77.0564047,38.9081,-77.0557,38.9075474,-77.0557261,38.9081,-77.0557
ESC1,V04,wifi,1522.0,1528.0,6.0,50.66,64.16,38.9092455,-77.0630797,38.9098195,-77.0630127,38.9097394,-77.063095,38.9098472,-77.0623891
V00,V07,wifi,1522.0,1528.0,6.0,10.85,55.13,38.906274,-77.0598566,38.9062758,-77.0604895,38.9062863,-77.0604913,38.9062899,-77.0598549
V00,EDGE_1,bluetooth,1519.0,1528.0,9.0,2.66,44.44,38.9062668,-77.0594859,38.9063,-77.0599786,38.9062863,-77.0604913,38.9063,-77.0599786
V07,EDGE_1,bluetooth,1522.0,1531.0,9.0,1.46,44.35,38.9062758,-77.0604895,38.9063,-77.0599786,38.9062984,-77.0594741,38.9063,-77.0599786
V06,M_36,bluetooth,1524.0,1532.0,8.0,2.07,41.91,38.9043769,-77.0607264,38.9043,-77.0612,38.9042621,-77.0616009,38.9043,-77.0612
ESC2,V07,wifi,1527.0,1534.0,7.0,8.95,62.59,38.9058363,-77.0594279,38.9062899,-77.0598549,38.9062629,-77.0596035,38.9062987,-77.0590938
V07,WIS_N,wifi,1525.0,1537.0,12.0,4.53,61.42,38.9062843,-77.0601087,38.9063,-77.0594,38.906299,-77.0587128,38.9063,-77.0594
ESC2,WIS_N,wifi,1526.0,1538.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
ESC2,EDGE_1,bluetooth,1532.0,1541.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
V01,EDGE_2,wifi,1534.0,1541.0,7.0,52.21,63.93,38.9065594,-77.0557054,38.9063,-77.056302,38.9059668,-77.0557009,38.9063,-77.056302
COI,V08,wifi,1536.0,1542.0,6.0,5.54,61.89,38.9116988,-77.0623936,38.9116157,-77.0631,38.9116999,-77.0630285,38.9116579,-77.0625161
V01,N_33,wifi,1531.0,1543.0,12.0,4.09,61.88,38.9068558,-77.0557116,38.9063,-77.0557,38.9057692,-77.0557008,38.9063,-77.0557
V00,V05,wifi,1539.0,1544.0,5.0,2.72,44.54,38.9062992,-77.0620143,38.9062695,-77.0625163,38.9062996,-77.0625222,38.9062813,-77.0620086
ESC2,V05,wifi,1545.0,1552.0,7.0,10.5,61.15,38.9062983,-77.0611266,38.9062871,-77.0617547,38.906299,-77.0618878,38.9061437,-77.0612107
V03,V08,bluetooth,1550.0,1555.0,5.0,19.1,42.06,38.911341,-77.0612024,38.9116944,-77.0613742,38.911664,-77.0612868,38.9116988,-77.0608673
ESC1,V04,wifi,1554.0,1556.0,2.0,62.1,62.66,38.9099006,-77.0599854,38.910255,-77.0594318,38.9099005,-77.0598584,38.9103538,-77.0594296
COI,V03,bluetooth,1555.0,1559.0,4.0,10.11,36.0,38.9117293,-77.0617505,38.9116663,-77.0614027,38.9117091,-77.0613705,38.9116739,-77.0617836
ESC1,WIS_P,bluetooth,1555.0,1563.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
V07,EDGE_2,wifi,1550.0,1564.0,14.0,0.15,62.13,38.9063,-77.0569352,38.9063,-77.056302,38.9066552,-77.0557489,38.9063,-77.056302
ESC2,V06,bluetooth,1561.0,1565.0,4.0,10.76,32.59,38.9062328,-77.0630642,38.9059408,-77.0630879,38.9059452,-77.0630691,38.9062371,-77.0630979
V07,N_33,wifi,1554.0,1566.0,12.0,8.0,63.0,38.9063,-77.0564273,38.9063,-77.0557,38.9068528,-77.0557423,38.9063,-77.0557
COI,V08,wifi,1568.0,1571.0,3.0,61.72,64.77,38.9117032,-77.0601021,38.9114438,-77.0594329,38.9117021,-77.0598482,38.9112462,-77.0594287
V04,V08,wifi,1564.0,1572.0,8.0,2.75,63.87,38.911243,-77.0594101,38.9116998,-77.0595975,38.9116704,-77.0597298,38.9111474,-77.0594266
V08,WIS_Q,wifi,1560.0,1572.0,12.0,6.11,61.56,38.9116994,-77.0601055,38.9117,-77.0594,38.9111474,-77.0594266,38.9117,-77.0594
COI,V04,wifi,1568.0,1574.0,6.0,3.54,61.13,38.9117032,-77.0601021,38.9116382,-77.0594014,38.9117003,-77.0594672,38.9116755,-77.0599836
V04,WIS_Q,wifi,1563.0,1575.0,12.0,6.88,61.88,38.9111442,-77.0594122,38.9117,-77.0594,38.911678,-77.0601106,38.9117,-77.0594
V05,M_36,wifi,1564.0,1576.0,12.0,7.24,62.24,38.9048591,-77.0612033,38.9043,-77.0612,38.9042565,-77.0619078,38.9043,-77.0612
V02,WIS_O,bluetooth,1570.0,1578.0,8.0,6.06,39.6,38.9080996,-77.0589491,38.9081,-77.0594,38.907745,-77.0593697,38.9081,-77.0594
COI,WIS_Q,wifi,1568.0,1580.0,12.0,5.17,60.82,38.9117032,-77.0601021,38.9117,-77.0594,38.9117002,-77.0587055,38.9117,-77.0594
V07,O_33,wifi,1572.0,1584.0,12.0,6.89,61.89,38.9075443,-77.0557188,38.9081,-77.0557,38.9080756,-77.0549897,38.9081,-77.0557
V00,V03,bluetooth,1584.0,1588.0,4.0,5.25,31.61,38.9099154,-77.0630999,38.9101602,-77.0630983,38.9102118,-77.0631,38.909936,-77.0630132
V08,WIS_P,bluetooth,1580.0,1588.0,8.0,6.88,39.88,38.9102582,-77.0594076,38.9099,-77.0594,38.9099291,-77.0589435,38.9099,-77.0594
ESC2,V05,wifi,1580.0,1589.0,9.0,7.52,60.88,38.9043643,-77.0630956,38.9041743,-77.0625338,38.9041108,-77.0625343,38.9044527,-77.0630828
ESC2,EDGE_0,wifi,1574.0,1589.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
ESC1,EDGE_3,bluetooth,1587.0,1590.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
ESC1,P_33,bluetooth,1584.0,1592.0,8.0,8.24,41.24,38.9099,-77.0561761,38.9099,-77.0557,38.9095447,-77.0557513,38.9099,-77.0557
V05,EDGE_0,wifi,1580.0,1595.0,15.0,2.31,64.25,38.9041743,-77.0625338,38.9044685,-77.0631,38.9050456,-77.0630883,38.9044685,-77.0631
V02,WIS_N,bluetooth,1588.0,1596.0,8.0,6.88,39.88,38.9066582,-77.0593925,38.9063,-77.0594,38.9063275,-77.0589434,38.9063,-77.0594
ESC2,M_36,wifi,1593.0,1605.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
ESC1,O_33,wifi,1600.0,1612.0,12.0,6.89,61.89,38.9086557,-77.0557197,38.9081,-77.0557,38.9081216,-77.0564106,38.9081,-77.0557
V08,EDGE_3,bluetooth,1612.0,1615.0,3.0,38.6,41.58,38.9099,-77.0557701,38.9099,-77.0552994,38.9097426,-77.0557346,38.9099,-77.0552994
V08,P_33,bluetooth,1609.0,1617.0,8.0,6.07,39.6,38.9099002,-77.056151,38.9099,-77.0557,38.909545,-77.0557304,38.9099,-77.0557
V02,EDGE_2,bluetooth,1612.0,1620.0,8.0,2.1,41.9,38.9063005,-77.0567857,38.9063,-77.056302,38.9063001,-77.0558968,38.9063,-77.056302
V03,WIS_P,bluetooth,1612.0,1620.0,8.0,4.94,39.06,38.9099002,-77.0598509,38.9099,-77.0594,38.9099,-77.058962,38.9099,-77.0594
COI,EDGE_3,bluetooth,1619.0,1624.0,5.0,35.09,43.52,38.9100606,-77.0557048,38.9099,-77.0552994,38.9096658,-77.0557015,38.9099,-77.0552994
COI,P_33,bluetooth,1617.0,1625.0,8.0,4.08,39.88,38.9102582,-77.0557106,38.9099,-77.0557,38.9095669,-77.0557014,38.9099,-77.0557
COI,V07,wifi,1620.0,1626.0,6.0,36.52,59.8,38.9099618,-77.0557018,38.9098869,-77.0550182,38.9094681,-77.0557013,38.9098991,-77.0556529
V07,EDGE_3,bluetooth,1619.0,1629.0,10.0,2.53,44.02,38.9098845,-77.0548913,38.9099,-77.0552994,38.9101564,-77.0556862,38.9099,-77.0552994
V07,P_33,bluetooth,1622.0,1630.0,8.0,4.08,39.56,38.9098918,-77.0552721,38.9099,-77.0557,38.9102552,-77.0556871,38.9099,-77.0557
V06,WIS_P,bluetooth,1626.0,1634.0,8.0,6.2,39.61,38.9098995,-77.0598525,38.9099,-77.0594,38.910255,-77.0594318,38.9099,-77.0594
COI,V08,wifi,1634.0,1636.0,2.0,63.96,64.18,38.9085788,-77.0557005,38.9081271,-77.0561567,38.90848,-77.0557004,38.9081246,-77.0562836
ESC2,WIS_N,wifi,1625.0,1637.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
V00,WIS_Q,wifi,1625.0,1637.0,12.0,4.8,61.2,38.9116992,-77.0601064,38.9117,-77.0594,38.9117,-77.0587097,38.9117,-77.0594
V08,O_33,wifi,1625.0,1637.0,12.0,6.88,61.88,38.9086558,-77.0557117,38.9081,-77.0557,38.908122,-77.0564106,38.9081,-77.0557
ESC2,EDGE_1,bluetooth,1631.0,1640.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
ESC1,WIS_O,wifi,1629.0,1641.0,12.0,4.95,61.04,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.0600921,38.9081,-77.0594
COI,V02,bluetooth,1637.0,1642.0,5.0,7.84,38.18,38.9082824,-77.0557002,38.9079394,-77.0557034,38.9078871,-77.0557001,38.9080703,-77.0560298
COI,O_33,wifi,1633.0,1645.0,12.0,1.7,64.3,38.9086776,-77.0557006,38.9081,-77.0557,38.9075907,-77.0557001,38.9081,-77.0557
V03,EDGE_3,bluetooth,1644.0,1647.0,3.0,40.08,42.89,38.9099,-77.0557876,38.9099,-77.0552994,38.9097424,-77.0557511,38.9099,-77.0552994
V01,EDGE_2,wifi,1642.0,1649.0,7.0,52.41,64.24,38.9060435,-77.0556964,38.9063,-77.056302,38.9066361,-77.0556994,38.9063,-77.056302
V03,P_33,bluetooth,1641.0,1649.0,8.0,7.59,40.59,38.9099,-77.0561685,38.9099,-77.0557,38.9095448,-77.055745,38.9099,-77.0557
V01,N_33,wifi,1639.0,1651.0,12.0,4.42,61.56,38.905747,-77.0556923,38.9063,-77.0557,38.9068338,-77.0556994,38.9063,-77.0557
COI,V01,wifi,1648.0,1654.0,6.0,3.74,62.26,38.9071954,-77.0557,38.9066361,-77.0556994,38.9067013,-77.0557,38.9071302,-77.0556996
V00,V07,wifi,1649.0,1655.0,6.0,9.95,56.23,38.9117,-77.057059,38.9116774,-77.0564105,38.9117,-77.0564241,38.9116905,-77.0570452
COI,EDGE_2,wifi,1654.0,1661.0,7.0,52.16,62.08,38.9066025,-77.0557,38.9063,-77.056302,38.9060096,-77.0557,38.9063,-77.056302
COI,N_33,wifi,1652.0,1663.0,11.0,0.68,55.68,38.9068002,-77.0557,38.9063,-77.0557,38.905812,-77.0557,38.9063,-77.0557
V04,V05,wifi,1659.0,1665.0,6.0,4.17,63.56,38.9098812,-77.0621356,38.9098472,-77.0614033,38.909894,-77.0615009,38.9098669,-77.0620376
V08,WIS_O,wifi,1654.0,1666.0,12.0,4.95,61.05,38.9081005,-77.0586953,38.9081,-77.0594,38.9081,-77.060092,38.9081,-77.0594
V01,O_33,wifi,1657.0,1669.0,12.0,8.96,63.96,38.9075255,-77.0556997,38.9081,-77.0557,38.9080656,-77.0564108,38.9081,-77.0557
V02,WIS_O,bluetooth,1664.0,1672.0,8.0,6.05,39.6,38.9080997,-77.0589492,38.9081,-77.0594,38.907745,-77.0593699,38.9081,-77.0594
V00,EDGE_3,bluetooth,1676.0,1679.0,3.0,35.55,42.44,38.9100606,-77.0557051,38.9099,-77.0552994,38.9099341,-77.0557873,38.9099,-77.0552994
V07,WIS_Q,wifi,1667.0,1679.0,12.0,6.06,61.55,38.9116995,-77.0586952,38.9117,-77.0594,38.9111474,-77.0593739,38.9117,-77.0594
ESC1,V05,wifi,1675.0,1680.0,5.0,0.7,44.49,38.9092455,-77.0630797,38.9096451,-77.0630904,38.9096406,-77.063092,38.9092498,-77.0630929
V00,P_33,bluetooth,1674.0,1682.0,8.0,6.88,39.88,38.9102582,-77.0557115,38.9099,-77.0557,38.9099267,-77.0561567,38.9099,-77.0557
V04,V08,wifi,1677.0,1682.0,5.0,3.99,44.66,38.9088542,-77.061205,38.9084552,-77.0611513,38.908459,-77.0612024,38.9088504,-77.0611646
ESC2,EDGE_0,wifi,1673.0,1688.0,15.0,0.8,63.14,38.9049571,-77.0630856,38.9044685,-77.0631,38.9041108,-77.0625343,38.9044685,-77.0631
V02,WIS_N,bluetooth,1682.0,1690.0,8.0,4.09,39.88,38.9066582,-77.0593925,38.9063,-77.0594,38.9059668,-77.059399,38.9063,-77.0594
V07,WIS_P,bluetooth,1687.0,1695.0,8.0,6.88,39.88,38.9102582,-77.0593925,38.9099,-77.0594,38.9099275,-77.0589434,38.9099,-77.0594
ESC1,V08,wifi,1692.0,1698.0,6.0,44.78,59.83,38.9099243,-77.0618885,38.9099365,-77.061198,38.9099019,-77.0612542,38.9104306,-77.0611986
V01,WIS_O,wifi,1686.0,1698.0,12.0,4.9,61.1,38.9080992,-77.0586947,38.9081,-77.0594,38.9081,-77.0600914,38.9081,-77.0594
V04,V05,wifi,1692.0,1698.0,6.0,3.02,63.51,38.9081186,-77.0621644,38.908134,-77.0628972,38.908106,-77.0627991,38.9081213,-77.0622626
V00,V07,wifi,1696.0,1702.0,6.0,10.67,55.5,38.909901,-77.0580604,38.9099227,-77.0586895,38.9099005,-77.0586953,38.9099106,-77.0580548
ESC2,M_36,wifi,1692.0,1704.0,12.0,3.45,62.49,38.9041994,-77.0619097,38.9043,-77.0612,38.9043727,-77.0605319,38.9043,-77.0612
V01,V05,wifi,1703.0,1709.0,6.0,9.84,56.11,38.9081,-77.0608533,38.908106,-77.0615009,38.9081,-77.0614882,38.9081007,-77.0608667
ESC2,V02,bluetooth,1706.0,1710.0,4.0,8.04,38.44,38.9044151,-77.0601548,38.90452,-77.059732,38.9044575,-77.0597778,38.9044639,-77.0601061
V00,WIS_P,bluetooth,1703.0,1711.0,8.0,6.04,39.6,38.9099003,-77.0589493,38.9099,-77.0594,38.910255,-77.0593699,38.9099,-77.0594
ESC1,V00,wifi,1707.0,1713.0,6.0,42.47,61.54,38.9099006,-77.0599854,38.9099673,-77.0593639,38.9099001,-77.0593506,38.9104526,-77.059374
V03,EDGE_3,bluetooth,1704.0,1714.0,10.0,2.54,44.17,38.9098839,-77.0548913,38.9099,-77.0552994,38.9096447,-77.0556897,38.9099,-77.0552994
V03,P_33,bluetooth,1707.0,1715.0,8.0,4.08,39.43,38.9098915,-77.0552721,38.9099,-77.0557,38.9095459,-77.0556903,38.9099,-77.0557
ESC1,WIS_P,bluetooth,1708.0,1716.0,8.0,4.28,39.71,38.9099005,-77.0598584,38.9099,-77.0594,38.9099001,-77.0589696,38.9099,-77.0594
V02,M_36,bluetooth,1714.0,1722.0,8.0,2.45,41.5,38.9043705,-77.0607295,38.9043,-77.0612,38.9042605,-77.0616056,38.9043,-77.0612
V07,P_33,bluetooth,1716.0,1724.0,8.0,4.95,39.05,38.9099002,-77.0561508,38.9099,-77.0557,38.9099,-77.055262,38.9099,-77.0557
V05,WIS_O,wifi,1714.0,1726.0,12.0,6.06,61.55,38.9081004,-77.0601048,38.9081,-77.0594,38.9086526,-77.0594261,38.9081,-77.0594
V07,EDGE_3,bluetooth,1719.0,1727.0,8.0,3.24,40.76,38.9099,-77.0557699,38.9099,-77.0552994,38.9099,-77.054881,38.9099,-77.0552994
V06,WIS_P,bluetooth,1720.0,1728.0,8.0,6.05,39.6,38.9099002,-77.0598508,38.9099,-77.0594,38.910255,-77.0594302,38.9099,-77.0594
V00,V08,wifi,1720.0,1729.0,9.0,3.41,63.54,38.911243,-77.0593905,38.9116848,-77.0598548,38.9116724,-77.0589434,38.9112463,-77.059429
V08,WIS_Q,wifi,1718.0,1730.0,12.0,6.44,61.55,38.9116763,-77.0601085,38.9117,-77.0594,38.9111475,-77.0594269,38.9117,-77.0594
V00,WIS_Q,wifi,1719.0,1731.0,12.0,6.88,61.88,38.9111442,-77.0593884,38.9117,-77.0594,38.9116773,-77.0586895,38.9117,-77.0594
V06,V08,bluetooth,1731.0,1735.0,4.0,10.63,33.36,38.9106502,-77.0594219,38.9109499,-77.0594226,38.9109466,-77.0594157,38.9106535,-77.0594162
ESC2,WIS_N,wifi,1724.0,1736.0,12.0,7.68,62.68,38.9057376,-77.0594338,38.9063,-77.0594,38.9062747,-77.0601112,38.9063,-77.0594
ESC2,EDGE_1,bluetooth,1730.0,1739.0,9.0,3.19,44.51,38.9062602,-77.0594883,38.9063,-77.0599786,38.9062835,-77.0604919,38.9063,-77.0599786
ESC1,EDGE_3,bluetooth,1740.0,1743.0,3.0,40.73,43.46,38.9099,-77.0557952,38.9099,-77.0552994,38.9097423,-77.0557583,38.9099,-77.0552994
V05,V08,wifi,1737.0,1743.0,6.0,35.33,58.43,38.9098382,-77.0594013,38.9103571,-77.0594098,38.9098754,-77.0599836,38.9099367,-77.0593138
COI,N_33,wifi,1733.0,1745.0,12.0,4.92,61.08,38.9062996,-77.054995,38.9063,-77.0557,38.9063,-77.0563917,38.9063,-77.0557
